SUBMITTED_DATE;CASE_NO;PROGRAM;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTAL_CODE;NBR_IMMIGRANTS;BEGIN_DATE;END_DATE;JOB_TITLE;DOL_DECISION_DATE;CERTIFIED_BEGIN_DATE;CERTIFIED_END_DATE;JOB_CODE;APPROVAL_STATUS;WAGE_RATE_1;RATE_PER_1;MAX_RATE_1;PART_TIME_1;CITY_1;STATE_1;PREVAILING_WAGE_1;WAGE_SOURCE_1;YR_SOURCE_PUB_1;OTHER_WAGE_SOURCE_1;WAGE_RATE_2;RATE_PER_2;MAX_RATE_2;PART_TIME_2;CITY_2;STATE_2;PREVAILING_WAGE_2;WAGE_SOURCE_2;YR_SOURCE_PUB_2;OTHER_WAGE_SOURCE_2;WITHDRAWN;OCCUPATIONAL_TITLE
17.10.2007;I-07235-3627165;R;UT-BATTELLE, LLC - Oak Ridge National Laboratory;BETHEL VALLEY RD.;PO BOX 2008, MS-6203, BLDG. 4500N;OAK RIDGE;TN;37831;1;22.10.2007;19.10.2010;NUCLEAR ENGINEER;17.10.2007;;;15;CERTIFIED;85008;yr;;N;Oak Ridge;TN;84885;yr;;;;;;;College Station;TX;;;;;N;NUCLEAR ENGINEERING OCCUPATIONS
05.11.2007;I-07235-3627749;A;Deutsche Bank Securities Inc. ;60 Wall Street;;New York;NY;10005;1;12.12.2007;11.12.2009;PRODUCT DEVELOPMENT ANALYST ;05.11.2007;;;50;CERTIFIED;120000;yr;;N;New York ;NY;75858;yr;2007;OES Online Wage Survey ;;;;;;;;;;;N;OCCUPATIONS IN ECONOMICS
02.10.2007;I-07235-3628827;R;MetLife Group, Inc.;One MetLife Plaza;27-01 Queens Plaza North;Long Island City;NY;11101;1;13.01.2008;13.01.2011;SYSTEMS ANALYST;02.10.2007;;;30;CERTIFIED;70304;yr;107100;N;Jersey City;NJ;70304;yr;2007;OES Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
04.10.2007;I-07235-3628099;R;Roman Catholic Archbishop of San Francisco;One Peter Yorke Way;;San Francisco;CA;94109;1;26.11.2007;25.11.2010;PRIEST (PAROCHIAL VICAR);04.10.2007;;;120;CERTIFIED;36254;yr;46000;N;San Mateo;CA;36254;yr;2007;OES Online Wage Survey;;;;;;;;;;;N;CLERGY
15.10.2007;I-07235-3629147;R;ONE AND COMPANY DESIGN, INC.;2700 18TH STREET;;SAN FRANCISCO;CA;94110;1;05.11.2007;04.11.2010;SENIOR INDUSTRIAL DESIGNER;15.10.2007;;;141;CERTIFIED;90000;yr;;N;San Francisco;CA;73486;yr;;;;;;;;;;;;;N;COMMERCIAL ARTISTS: DESIGNERS AND ILLUSTRATORS, GRAPHIC ARTS
09.10.2007;I-07236-3629569;R;Quest Diagnostics Incorporated;1290 Wall Street West;;Lyndhurst;NJ;07071;1;11.02.2008;10.02.2011;DATABASE ADMINISTRATOR;09.10.2007;;;31;CERTIFIED;99444,66;yr;;N;Lyndhurst;NJ;81661;yr;2007;OES Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS
02.10.2007;I-07236-3629373;R;Remy Inc.;2902 Enterprise Drive;;Anderson;IN;46013;1;20.11.2007;20.11.2010;SENIOR IT STAFF (PROGRAMMER/ADMINISTRATOR);02.10.2007;;;30;CERTIFIED;65000;yr;85000;N;Anderson;IN;29536;yr;;;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
12.10.2007;I-07236-3630351;R;SAP America, Inc.;3999 West Chester Pike;;Newtown Square;PA;19073;1;12.10.2007;19.07.2010;TECHNICAL CONSULTANT III;12.10.2007;;;30;CERTIFIED;66400;yr;109500;N;Minneapolis;MN;56909;yr;2007;OES Online Wage Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
30.10.2007;I-07236-3629775;R;MetLife Group, Inc.;One MetLife Plaza;27-01 Queens Plaza North;Long Island City;NY;11101;1;16.12.2007;16.12.2010;SENIOR MIDDLEWARE ADMINISTRATOR;30.10.2007;;;30;CERTIFIED;84906;yr;105200;N;Somerset;NJ;84906;yr;2007;OES Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
17.10.2007;I-07236-3629973;R;Motive, Inc.;12515 Research Blvd., Building 5;;Austin;TX;78759;1;17.10.2007;13.09.2009;SENIOR SOFTWARE IMPLEMENTATION CONSULTANT;17.10.2007;;;30;CERTIFIED;95000;yr;;N;Austin;TX;85176;yr;2007;DOL Online Wage Library;;;;;Kirkland;WA;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
15.10.2007;I-07236-3631017;R;Maxoil Solutions, Inc.;4106 New West Road;;Pasadena;TX;77507;1;31.12.2007;30.12.2010;PROCESS ENGINEER (TECHNICAL DIRECTOR);15.10.2007;;;10;CERTIFIED;120000;yr;;N;Pasadena;TX;117541;yr;2007;OES Wage Data;;;;;;;;;;;N;MINING AND PETROLEUM ENGINEERING OCCUPATION
17.12.2007;I-07237-3631375;A;Atlantic Veneer Corporation;2457 Lennoxville Road;;Beaufort;NC;28516;1;01.01.2008;01.01.2010;SALES MANAGER;17.12.2007;;;163;CERTIFIED;80000;yr;95000;N;Beaufort;NC;79186;yr;2007;FLC Data Center;;;;;;;;;;;N;SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS
03.10.2007;I-07239-3632311;R;The Westin Waltham-Boston;70 Third Avenue;;Waltham;MA;02451;1;10.10.2007;10.10.2010;HOTEL EXECUTIVE CHEF;03.10.2007;;;187;CERTIFIED;83000;yr;;N;Waltham;MA;74714;yr;2007;Online Wage Library;;;;;;;;;;;N;SERVICE INDUSTRY MANAGERS AND OFFICIALS
